sudo_time,username,command,previous_login_time,minutes_after_login,previous_login_source_ip,sudo_raw_line,severity
2026-07-06 01:57:56,ops,/usr/bin/systemctl restart apache2,2026-07-06 01:57:56,0.0,192.0.2.11,Jul 06 01:57:56 backup01 sudo:    ops : TTY=pts/4 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,high
2026-07-11 17:35:40,ops,/usr/bin/systemctl restart apache2,2026-07-11 17:35:40,0.0,198.51.100.25,Jul 11 17:35:40 backup01 sudo:    ops : TTY=pts/0 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,high
2026-07-11 17:52:09,ops,/usr/bin/apt update,2026-07-11 17:52:09,0.0,198.51.100.24,Jul 11 17:52:09 backup01 sudo:    ops : TTY=pts/3 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/apt update,high
2026-07-11 17:52:18,backup,/usr/bin/systemctl status ssh,2026-07-11 17:52:18,0.0,192.0.2.40,Jul 11 17:52:18 backup01 sudo:    backup : TTY=pts/1 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,high
2026-07-11 18:22:01,backup,/usr/bin/systemctl status ssh,2026-07-11 18:22:01,0.0,192.0.2.40,Jul 11 18:22:01 backup01 sudo:    backup : TTY=pts/2 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,high
2026-07-11 18:39:19,ops,/usr/bin/systemctl status ssh,2026-07-11 18:39:19,0.0,192.0.2.30,Jul 11 18:39:19 backup01 sudo:    ops : TTY=pts/3 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,high
2026-07-11 18:56:31,ops,/usr/bin/systemctl status ssh,2026-07-11 18:56:31,0.0,192.0.2.31,Jul 11 18:56:31 backup01 sudo:    ops : TTY=pts/2 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,high
2026-07-11 22:35:57,ops,/usr/bin/du -sh /var/log,2026-07-11 22:35:57,0.0,198.51.100.25,Jul 11 22:35:57 backup01 sudo:    ops : TTY=pts/2 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,high
2026-07-12 00:58:01,backup,/usr/bin/systemctl restart apache2,2026-07-12 00:58:01,0.0,198.51.100.23,Jul 12 00:58:01 backup01 sudo:    backup : TTY=pts/0 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,high
2026-07-12 01:04:48,backup,/usr/bin/systemctl restart apache2,2026-07-12 01:04:48,0.0,192.0.2.11,Jul 12 01:04:48 backup01 sudo:    backup : TTY=pts/4 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,high
2026-07-12 08:18:22,ops,/usr/bin/apt update,2026-07-12 08:18:22,0.0,192.0.2.12,Jul 12 08:18:22 backup01 sudo:    ops : TTY=pts/3 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/apt update,high
2026-07-12 09:20:11,ops,/usr/bin/apt update,2026-07-12 09:20:11,0.0,198.51.100.24,Jul 12 09:20:11 backup01 sudo:    ops : TTY=pts/1 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/apt update,high
2026-07-12 10:46:58,ops,/usr/bin/apt update,2026-07-12 10:46:58,0.0,192.0.2.10,Jul 12 10:46:58 backup01 sudo:    ops : TTY=pts/0 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/apt update,high
2026-07-12 11:18:24,ops,/usr/bin/systemctl restart apache2,2026-07-12 11:18:24,0.0,198.51.100.23,Jul 12 11:18:24 backup01 sudo:    ops : TTY=pts/0 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,high
2026-07-12 18:01:13,backup,/usr/bin/systemctl restart apache2,2026-07-12 18:01:13,0.0,192.0.2.11,Jul 12 18:01:13 backup01 sudo:    backup : TTY=pts/0 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,high
2026-07-12 18:10:09,backup,/usr/bin/du -sh /var/log,2026-07-12 18:10:09,0.0,198.51.100.25,Jul 12 18:10:09 backup01 sudo:    backup : TTY=pts/2 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,high
2026-07-12 20:12:12,backup,/usr/bin/apt update,2026-07-12 20:12:12,0.0,192.0.2.10,Jul 12 20:12:12 backup01 sudo:    backup : TTY=pts/0 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/apt update,high
2026-07-12 22:03:36,backup,/usr/bin/apt update,2026-07-12 22:03:36,0.0,192.0.2.21,Jul 12 22:03:36 backup01 sudo:    backup : TTY=pts/1 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/apt update,high
2026-07-12 23:19:52,ops,/usr/bin/journalctl -n 50,2026-07-12 23:19:52,0.0,198.51.100.25,Jul 12 23:19:52 backup01 sudo:    ops : TTY=pts/2 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,high
2026-07-06 04:53:00,j.maguire,/usr/bin/journalctl -n 50,2026-07-06 04:53:00,0.0,192.0.2.40,Jul 06 04:53:00 backup01 sudo:    j.maguire : TTY=pts/4 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-06 06:53:48,arun,/usr/bin/systemctl status ssh,2026-07-06 06:53:48,0.0,192.0.2.12,Jul 06 06:53:48 backup01 sudo:    arun : TTY=pts/4 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,low
2026-07-06 07:49:56,j.singer,/usr/bin/systemctl restart apache2,2026-07-06 07:49:56,0.0,198.51.100.25,Jul 06 07:49:56 backup01 sudo:    j.singer : TTY=pts/3 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,low
2026-07-06 07:57:01,j.singer,/usr/bin/apt update,2026-07-06 07:57:01,0.0,198.51.100.26,Jul 06 07:57:01 backup01 sudo:    j.singer : TTY=pts/4 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-06 08:05:29,arun,/usr/bin/apt update,2026-07-06 08:05:29,0.0,192.0.2.40,Jul 06 08:05:29 backup01 sudo:    arun : TTY=pts/1 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-06 08:41:37,arun,/usr/bin/journalctl -n 50,2026-07-06 08:41:37,0.0,192.0.2.12,Jul 06 08:41:37 backup01 sudo:    arun : TTY=pts/0 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-06 08:45:01,j.singer,/usr/bin/du -sh /var/log,2026-07-06 08:45:01,0.0,192.0.2.12,Jul 06 08:45:01 backup01 sudo:    j.singer : TTY=pts/4 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,low
2026-07-06 10:17:24,j.singer,/usr/bin/systemctl status ssh,2026-07-06 10:17:24,0.0,192.0.2.12,Jul 06 10:17:24 backup01 sudo:    j.singer : TTY=pts/4 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,low
2026-07-06 10:36:00,arun,/usr/bin/systemctl status ssh,2026-07-06 10:36:00,0.0,192.0.2.11,Jul 06 10:36:00 backup01 sudo:    arun : TTY=pts/4 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,low
2026-07-06 11:10:29,j.maguire,/usr/bin/journalctl -n 50,2026-07-06 11:10:29,0.0,192.0.2.12,Jul 06 11:10:29 backup01 sudo:    j.maguire : TTY=pts/1 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-06 12:39:09,arun,/usr/bin/systemctl restart apache2,2026-07-06 12:39:09,0.0,192.0.2.11,Jul 06 12:39:09 backup01 sudo:    arun : TTY=pts/2 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,low
2026-07-06 12:58:34,j.singer,/usr/bin/systemctl restart apache2,2026-07-06 12:58:34,0.0,198.51.100.26,Jul 06 12:58:34 backup01 sudo:    j.singer : TTY=pts/2 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,low
2026-07-06 13:04:23,j.maguire,/usr/bin/du -sh /var/log,2026-07-06 13:04:23,0.0,192.0.2.10,Jul 06 13:04:23 backup01 sudo:    j.maguire : TTY=pts/4 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,low
2026-07-06 13:09:46,j.maguire,/usr/bin/du -sh /var/log,2026-07-06 13:09:46,0.0,192.0.2.10,Jul 06 13:09:46 backup01 sudo:    j.maguire : TTY=pts/2 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,low
2026-07-06 13:32:38,j.singer,/usr/bin/systemctl restart apache2,2026-07-06 13:32:38,0.0,192.0.2.31,Jul 06 13:32:38 backup01 sudo:    j.singer : TTY=pts/4 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,low
2026-07-06 14:10:16,j.maguire,/usr/bin/journalctl -n 50,2026-07-06 14:10:16,0.0,192.0.2.21,Jul 06 14:10:16 backup01 sudo:    j.maguire : TTY=pts/1 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-06 14:27:22,j.singer,/usr/bin/journalctl -n 50,2026-07-06 14:27:22,0.0,192.0.2.11,Jul 06 14:27:22 backup01 sudo:    j.singer : TTY=pts/2 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-06 15:55:02,j.singer,/usr/bin/journalctl -n 50,2026-07-06 15:55:02,0.0,192.0.2.20,Jul 06 15:55:02 backup01 sudo:    j.singer : TTY=pts/4 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-06 16:06:43,j.singer,/usr/bin/apt update,2026-07-06 16:06:43,0.0,198.51.100.26,Jul 06 16:06:43 backup01 sudo:    j.singer : TTY=pts/0 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-06 16:19:09,arun,/usr/bin/du -sh /var/log,2026-07-06 16:19:09,0.0,192.0.2.31,Jul 06 16:19:09 backup01 sudo:    arun : TTY=pts/4 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,low
2026-07-06 16:29:01,arun,/usr/bin/systemctl restart apache2,2026-07-06 16:29:01,0.0,198.51.100.24,Jul 06 16:29:01 backup01 sudo:    arun : TTY=pts/2 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,low
2026-07-06 17:35:32,j.singer,/usr/bin/systemctl status ssh,2026-07-06 17:35:32,0.0,198.51.100.26,Jul 06 17:35:32 backup01 sudo:    j.singer : TTY=pts/3 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,low
2026-07-06 18:01:40,j.singer,/usr/bin/systemctl restart apache2,2026-07-06 18:01:40,0.0,198.51.100.23,Jul 06 18:01:40 backup01 sudo:    j.singer : TTY=pts/4 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,low
2026-07-06 18:03:07,j.maguire,/usr/bin/systemctl restart apache2,2026-07-06 18:03:07,0.0,192.0.2.30,Jul 06 18:03:07 backup01 sudo:    j.maguire : TTY=pts/1 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,low
2026-07-06 18:05:52,j.maguire,/usr/bin/journalctl -n 50,2026-07-06 18:05:52,0.0,198.51.100.26,Jul 06 18:05:52 backup01 sudo:    j.maguire : TTY=pts/4 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-06 18:43:41,j.maguire,/usr/bin/systemctl restart apache2,2026-07-06 18:43:41,0.0,192.0.2.20,Jul 06 18:43:41 backup01 sudo:    j.maguire : TTY=pts/0 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,low
2026-07-06 20:23:56,arun,/usr/bin/journalctl -n 50,2026-07-06 20:23:56,0.0,198.51.100.24,Jul 06 20:23:56 backup01 sudo:    arun : TTY=pts/3 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-06 21:00:45,j.maguire,/usr/bin/apt update,2026-07-06 21:00:45,0.0,192.0.2.11,Jul 06 21:00:45 backup01 sudo:    j.maguire : TTY=pts/2 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-06 21:50:38,arun,/usr/bin/apt update,2026-07-06 21:50:38,0.0,192.0.2.10,Jul 06 21:50:38 backup01 sudo:    arun : TTY=pts/3 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-07 06:13:38,arun,/usr/bin/du -sh /var/log,2026-07-07 06:13:38,0.0,192.0.2.11,Jul 07 06:13:38 backup01 sudo:    arun : TTY=pts/0 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,low
2026-07-07 08:08:45,j.maguire,/usr/bin/du -sh /var/log,2026-07-07 08:08:45,0.0,198.51.100.24,Jul 07 08:08:45 backup01 sudo:    j.maguire : TTY=pts/2 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,low
2026-07-07 08:37:50,arun,/usr/bin/systemctl restart apache2,2026-07-07 08:37:50,0.0,192.0.2.20,Jul 07 08:37:50 backup01 sudo:    arun : TTY=pts/0 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,low
2026-07-07 09:10:37,arun,/usr/bin/journalctl -n 50,2026-07-07 09:10:37,0.0,192.0.2.20,Jul 07 09:10:37 backup01 sudo:    arun : TTY=pts/1 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-07 10:00:42,arun,/usr/bin/apt update,2026-07-07 10:00:42,0.0,192.0.2.10,Jul 07 10:00:42 backup01 sudo:    arun : TTY=pts/2 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-07 10:15:30,arun,/usr/bin/systemctl restart apache2,2026-07-07 10:15:30,0.0,192.0.2.11,Jul 07 10:15:30 backup01 sudo:    arun : TTY=pts/0 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,low
2026-07-07 11:09:53,arun,/usr/bin/apt update,2026-07-07 11:09:53,0.0,192.0.2.10,Jul 07 11:09:53 backup01 sudo:    arun : TTY=pts/4 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-07 12:17:51,arun,/usr/bin/systemctl status ssh,2026-07-07 12:17:51,0.0,198.51.100.25,Jul 07 12:17:51 backup01 sudo:    arun : TTY=pts/0 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,low
2026-07-07 15:14:18,j.maguire,/usr/bin/systemctl restart apache2,2026-07-07 15:14:18,0.0,198.51.100.26,Jul 07 15:14:18 backup01 sudo:    j.maguire : TTY=pts/1 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,low
2026-07-07 15:35:10,j.singer,/usr/bin/journalctl -n 50,2026-07-07 15:35:10,0.0,192.0.2.20,Jul 07 15:35:10 backup01 sudo:    j.singer : TTY=pts/4 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-07 17:09:16,j.maguire,/usr/bin/systemctl status ssh,2026-07-07 17:09:16,0.0,192.0.2.11,Jul 07 17:09:16 backup01 sudo:    j.maguire : TTY=pts/2 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,low
2026-07-07 17:10:42,j.singer,/usr/bin/systemctl restart apache2,2026-07-07 17:10:42,0.0,192.0.2.20,Jul 07 17:10:42 backup01 sudo:    j.singer : TTY=pts/2 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,low
2026-07-07 18:43:09,j.singer,/usr/bin/journalctl -n 50,2026-07-07 18:43:09,0.0,192.0.2.11,Jul 07 18:43:09 backup01 sudo:    j.singer : TTY=pts/4 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-07 18:51:30,j.singer,/usr/bin/systemctl restart apache2,2026-07-07 18:51:30,0.0,192.0.2.21,Jul 07 18:51:30 backup01 sudo:    j.singer : TTY=pts/0 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,low
2026-07-07 23:25:04,j.maguire,/usr/bin/systemctl status ssh,2026-07-07 23:25:04,0.0,198.51.100.26,Jul 07 23:25:04 backup01 sudo:    j.maguire : TTY=pts/0 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,low
2026-07-08 00:21:01,j.maguire,/usr/bin/journalctl -n 50,2026-07-08 00:21:01,0.0,192.0.2.30,Jul 08 00:21:01 backup01 sudo:    j.maguire : TTY=pts/2 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-08 02:00:34,arun,/usr/bin/apt update,2026-07-08 02:00:34,0.0,198.51.100.26,Jul 08 02:00:34 backup01 sudo:    arun : TTY=pts/2 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-08 02:54:09,j.singer,/usr/bin/du -sh /var/log,2026-07-08 02:54:09,0.0,192.0.2.11,Jul 08 02:54:09 backup01 sudo:    j.singer : TTY=pts/2 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,low
2026-07-08 08:17:03,arun,/usr/bin/systemctl status ssh,2026-07-08 08:17:03,0.0,198.51.100.25,Jul 08 08:17:03 backup01 sudo:    arun : TTY=pts/3 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,low
2026-07-08 08:44:26,arun,/usr/bin/du -sh /var/log,2026-07-08 08:44:26,0.0,198.51.100.24,Jul 08 08:44:26 backup01 sudo:    arun : TTY=pts/2 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,low
2026-07-08 08:53:05,j.maguire,/usr/bin/apt update,2026-07-08 08:53:05,0.0,192.0.2.10,Jul 08 08:53:05 backup01 sudo:    j.maguire : TTY=pts/4 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-08 08:58:36,arun,/usr/bin/du -sh /var/log,2026-07-08 08:58:36,0.0,192.0.2.12,Jul 08 08:58:36 backup01 sudo:    arun : TTY=pts/3 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,low
2026-07-08 09:27:14,arun,/usr/bin/systemctl status ssh,2026-07-08 09:27:14,0.0,198.51.100.23,Jul 08 09:27:14 backup01 sudo:    arun : TTY=pts/0 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,low
2026-07-08 10:08:13,arun,/usr/bin/journalctl -n 50,2026-07-08 10:08:13,0.0,198.51.100.24,Jul 08 10:08:13 backup01 sudo:    arun : TTY=pts/1 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-08 10:24:12,j.maguire,/usr/bin/apt update,2026-07-08 10:24:12,0.0,192.0.2.31,Jul 08 10:24:12 backup01 sudo:    j.maguire : TTY=pts/2 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-08 10:26:43,j.maguire,/usr/bin/du -sh /var/log,2026-07-08 10:26:43,0.0,192.0.2.10,Jul 08 10:26:43 backup01 sudo:    j.maguire : TTY=pts/4 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,low
2026-07-08 10:47:04,arun,/usr/bin/apt update,2026-07-08 10:47:04,0.0,198.51.100.23,Jul 08 10:47:04 backup01 sudo:    arun : TTY=pts/0 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-08 10:58:08,j.singer,/usr/bin/du -sh /var/log,2026-07-08 10:58:08,0.0,192.0.2.40,Jul 08 10:58:08 backup01 sudo:    j.singer : TTY=pts/1 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,low
2026-07-08 11:37:36,j.maguire,/usr/bin/systemctl restart apache2,2026-07-08 11:37:36,0.0,192.0.2.20,Jul 08 11:37:36 backup01 sudo:    j.maguire : TTY=pts/2 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,low
2026-07-08 12:37:50,j.maguire,/usr/bin/apt update,2026-07-08 12:37:50,0.0,192.0.2.20,Jul 08 12:37:50 backup01 sudo:    j.maguire : TTY=pts/4 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-08 13:58:28,arun,/usr/bin/journalctl -n 50,2026-07-08 13:58:28,0.0,192.0.2.30,Jul 08 13:58:28 backup01 sudo:    arun : TTY=pts/4 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-08 14:04:22,j.maguire,/usr/bin/systemctl restart apache2,2026-07-08 14:04:22,0.0,192.0.2.12,Jul 08 14:04:22 backup01 sudo:    j.maguire : TTY=pts/3 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,low
2026-07-08 14:08:08,j.maguire,/usr/bin/apt update,2026-07-08 14:08:08,0.0,192.0.2.40,Jul 08 14:08:08 backup01 sudo:    j.maguire : TTY=pts/1 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-08 16:18:42,arun,/usr/bin/du -sh /var/log,2026-07-08 16:18:42,0.0,192.0.2.12,Jul 08 16:18:42 backup01 sudo:    arun : TTY=pts/2 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,low
2026-07-08 16:47:00,j.singer,/usr/bin/apt update,2026-07-08 16:47:00,0.0,198.51.100.23,Jul 08 16:47:00 backup01 sudo:    j.singer : TTY=pts/0 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-08 17:24:28,j.maguire,/usr/bin/du -sh /var/log,2026-07-08 17:24:28,0.0,192.0.2.20,Jul 08 17:24:28 backup01 sudo:    j.maguire : TTY=pts/4 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,low
2026-07-08 17:43:54,j.singer,/usr/bin/journalctl -n 50,2026-07-08 17:43:54,0.0,192.0.2.21,Jul 08 17:43:54 backup01 sudo:    j.singer : TTY=pts/3 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-08 18:08:03,arun,/usr/bin/systemctl status ssh,2026-07-08 18:08:03,0.0,192.0.2.20,Jul 08 18:08:03 backup01 sudo:    arun : TTY=pts/1 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,low
2026-07-08 18:31:40,arun,/usr/bin/apt update,2026-07-08 18:31:40,0.0,192.0.2.21,Jul 08 18:31:40 backup01 sudo:    arun : TTY=pts/3 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-08 23:34:02,arun,/usr/bin/apt update,2026-07-08 23:34:02,0.0,192.0.2.10,Jul 08 23:34:02 backup01 sudo:    arun : TTY=pts/0 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-09 00:56:17,arun,/usr/bin/du -sh /var/log,2026-07-09 00:56:17,0.0,198.51.100.24,Jul 09 00:56:17 backup01 sudo:    arun : TTY=pts/1 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,low
2026-07-09 01:28:18,j.singer,/usr/bin/apt update,2026-07-09 01:28:18,0.0,192.0.2.12,Jul 09 01:28:18 backup01 sudo:    j.singer : TTY=pts/3 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-09 02:18:00,j.singer,/usr/bin/systemctl restart apache2,2026-07-09 02:18:00,0.0,192.0.2.30,Jul 09 02:18:00 backup01 sudo:    j.singer : TTY=pts/0 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,low
2026-07-09 09:38:55,arun,/usr/bin/journalctl -n 50,2026-07-09 09:38:55,0.0,192.0.2.11,Jul 09 09:38:55 backup01 sudo:    arun : TTY=pts/3 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-09 10:41:34,j.maguire,/usr/bin/du -sh /var/log,2026-07-09 10:41:34,0.0,192.0.2.31,Jul 09 10:41:34 backup01 sudo:    j.maguire : TTY=pts/0 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,low
2026-07-09 11:10:16,j.maguire,/usr/bin/systemctl restart apache2,2026-07-09 11:10:16,0.0,192.0.2.31,Jul 09 11:10:16 backup01 sudo:    j.maguire : TTY=pts/0 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,low
2026-07-09 11:13:20,arun,/usr/bin/apt update,2026-07-09 11:13:20,0.0,198.51.100.24,Jul 09 11:13:20 backup01 sudo:    arun : TTY=pts/1 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-09 12:11:38,j.singer,/usr/bin/du -sh /var/log,2026-07-09 12:11:38,0.0,192.0.2.31,Jul 09 12:11:38 backup01 sudo:    j.singer : TTY=pts/0 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,low
2026-07-09 12:26:10,j.singer,/usr/bin/systemctl status ssh,2026-07-09 12:26:10,0.0,198.51.100.24,Jul 09 12:26:10 backup01 sudo:    j.singer : TTY=pts/2 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,low
2026-07-09 14:39:04,arun,/usr/bin/apt update,2026-07-09 14:39:04,0.0,192.0.2.40,Jul 09 14:39:04 backup01 sudo:    arun : TTY=pts/1 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/apt update,low
2026-07-09 15:12:23,arun,/usr/bin/journalctl -n 50,2026-07-09 15:12:23,0.0,192.0.2.21,Jul 09 15:12:23 backup01 sudo:    arun : TTY=pts/0 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-09 15:37:19,j.singer,/usr/bin/journalctl -n 50,2026-07-09 15:37:19,0.0,192.0.2.30,Jul 09 15:37:19 backup01 sudo:    j.singer : TTY=pts/4 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-09 18:14:36,j.maguire,/usr/bin/journalctl -n 50,2026-07-09 18:14:36,0.0,192.0.2.11,Jul 09 18:14:36 backup01 sudo:    j.maguire : TTY=pts/4 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,low
2026-07-09 19:52:20,arun,/usr/bin/du -sh /var/log,2026-07-09 19:52:20,0.0,192.0.2.21,Jul 09 19:52:20 backup01 sudo:    arun : TTY=pts/1 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,low
2026-07-10 05:26:40,j.singer,/usr/bin/systemctl status ssh,2026-07-10 05:26:40,0.0,192.0.2.30,Jul 10 05:26:40 backup01 sudo:    j.singer : TTY=pts/1 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,low
