line_number,previous_line_number,previous_datetime,current_datetime,delta_seconds,current_raw_line,previous_raw_line
1280,1279,2026-07-06 23:25:04,2026-07-06 23:24:51,-13,Jul 06 23:24:51 backup01 sshd[5666]: error: maximum authentication attempts exceeded for root from 203.0.113.88 port 40853 ssh2 [preauth],Jul 06 23:25:04 backup01 sshd[7543]: Failed password for root from 203.0.113.88 port 45932 ssh2
1316,1315,2026-07-06 23:30:41,2026-07-06 22:30:46,-3595,Jul 06 22:30:46 backup01 sshd[8443]: pam_unix(sshd:session): session closed for user ops,Jul 06 23:30:41 backup01 sshd[3175]: Failed password for postgres from 203.0.113.88 port 57589 ssh2
1342,1341,2026-07-06 23:35:06,2026-07-06 23:34:59,-7,Jul 06 23:34:59 backup01 sshd[3096]: error: maximum authentication attempts exceeded for backup from 203.0.113.88 port 49787 ssh2 [preauth],Jul 06 23:35:06 backup01 sshd[3254]: Failed password for invalid user admin from 203.0.113.88 port 39469 ssh2
1365,1364,2026-07-06 23:39:37,2026-07-06 22:12:43,-5214,Jul 06 22:12:43 backup01 sshd[9149]: pam_unix(sshd:session): session closed for user ops,Jul 06 23:39:37 backup01 sshd[3099]: error: maximum authentication attempts exceeded for backup from 203.0.113.88 port 35602 ssh2 [preauth]
1388,1387,2026-07-06 23:44:23,2026-07-06 23:44:21,-2,Jul 06 23:44:21 backup01 sshd[2578]: error: maximum authentication attempts exceeded for admin from 203.0.113.88 port 59736 ssh2 [preauth],Jul 06 23:44:23 backup01 sshd[9046]: Failed password for backup from 203.0.113.88 port 33888 ssh2
1413,1412,2026-07-06 23:49:03,2026-07-06 23:48:52,-11,Jul 06 23:48:52 backup01 sshd[1357]: error: maximum authentication attempts exceeded for root from 203.0.113.88 port 45017 ssh2 [preauth],Jul 06 23:49:03 backup01 sshd[9396]: Failed password for root from 203.0.113.88 port 33140 ssh2
1422,1421,2026-07-06 23:50:32,2026-07-06 23:50:26,-6,Jul 06 23:50:26 backup01 sshd[5985]: error: maximum authentication attempts exceeded for oracle from 203.0.113.88 port 61460 ssh2 [preauth],Jul 06 23:50:32 backup01 sshd[7914]: Failed password for backup from 203.0.113.88 port 32881 ssh2
1425,1424,2026-07-06 23:50:50,2026-07-06 22:28:51,-4919,Jul 06 22:28:51 backup01 sshd[4316]: pam_unix(sshd:session): session closed for user ops,Jul 06 23:50:50 backup01 sshd[8840]: Failed password for deploy from 203.0.113.88 port 47548 ssh2
1483,1482,2026-07-06 23:59:47,2026-07-06 23:59:31,-16,Jul 06 23:59:31 backup01 sshd[7869]: error: maximum authentication attempts exceeded for oracle from 203.0.113.88 port 64885 ssh2 [preauth],Jul 06 23:59:47 backup01 sshd[3058]: Failed password for root from 203.0.113.88 port 34329 ssh2
1497,1496,2026-07-07 00:02:13,2026-07-07 00:02:04,-9,Jul 07 00:02:04 backup01 sshd[1297]: error: maximum authentication attempts exceeded for root from 203.0.113.88 port 57803 ssh2 [preauth],Jul 07 00:02:13 backup01 sshd[3141]: Failed password for root from 203.0.113.88 port 46437 ssh2
1513,1512,2026-07-07 00:04:27,2026-07-07 00:04:12,-15,Jul 07 00:04:12 backup01 sshd[7066]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 07 00:04:27 backup01 sshd[3770]: Failed password for invalid user oracle from 203.0.113.88 port 55393 ssh2
1554,1553,2026-07-07 00:09:44,2026-07-07 00:09:37,-7,Jul 07 00:09:37 backup01 sshd[7661]: error: maximum authentication attempts exceeded for admin from 203.0.113.88 port 39649 ssh2 [preauth],Jul 07 00:09:44 backup01 sshd[8212]: Failed password for backup from 203.0.113.88 port 47058 ssh2
1588,1587,2026-07-07 00:13:42,2026-07-07 00:13:27,-15,Jul 07 00:13:27 backup01 sshd[1999]: error: maximum authentication attempts exceeded for deploy from 203.0.113.88 port 38296 ssh2 [preauth],Jul 07 00:13:42 backup01 sshd[5013]: Failed password for deploy from 203.0.113.88 port 54849 ssh2
1629,1628,2026-07-07 00:21:08,2026-07-07 00:04:12,-1016,Jul 07 00:04:12 backup01 sshd[3144]: pam_unix(sshd:session): session closed for user arun,Jul 07 00:21:08 backup01 sshd[2040]: Failed password for invalid user admin from 203.0.113.88 port 46074 ssh2
1694,1693,2026-07-07 00:31:57,2026-07-07 00:31:52,-5,Jul 07 00:31:52 backup01 sshd[3212]: error: maximum authentication attempts exceeded for deploy from 203.0.113.88 port 42787 ssh2 [preauth],Jul 07 00:31:57 backup01 sshd[5391]: Failed password for root from 203.0.113.88 port 45256 ssh2
1714,1713,2026-07-07 00:34:37,2026-07-07 00:34:22,-15,Jul 07 00:34:22 backup01 sshd[2437]: error: maximum authentication attempts exceeded for admin from 203.0.113.88 port 56085 ssh2 [preauth],Jul 07 00:34:37 backup01 sshd[2615]: Failed password for backup from 203.0.113.88 port 60568 ssh2
1732,1731,2026-07-07 00:37:52,2026-07-07 00:37:49,-3,Jul 07 00:37:49 backup01 sshd[6338]: error: maximum authentication attempts exceeded for oracle from 203.0.113.88 port 49754 ssh2 [preauth],Jul 07 00:37:52 backup01 sshd[5811]: Failed password for backup from 203.0.113.88 port 42482 ssh2
1740,1739,2026-07-07 00:38:35,2026-07-07 00:38:06,-29,Jul 07 00:38:06 backup01 sudo:    ops : TTY=pts/2 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,Jul 07 00:38:35 backup01 sshd[6911]: Failed password for invalid user admin from 203.0.113.88 port 49665 ssh2
1822,1821,2026-07-07 00:51:49,2026-07-07 00:51:45,-4,Jul 07 00:51:45 backup01 sshd[3509]: error: maximum authentication attempts exceeded for backup from 203.0.113.88 port 34072 ssh2 [preauth],Jul 07 00:51:49 backup01 sshd[3427]: Failed password for backup from 203.0.113.88 port 30857 ssh2
1846,1845,2026-07-07 00:55:53,2026-07-07 00:55:41,-12,Jul 07 00:55:41 backup01 sshd[2404]: error: maximum authentication attempts exceeded for backup from 203.0.113.88 port 32833 ssh2 [preauth],Jul 07 00:55:53 backup01 sshd[8861]: Failed password for invalid user admin from 203.0.113.88 port 44611 ssh2
1852,1851,2026-07-07 00:56:55,2026-07-07 00:56:37,-18,Jul 07 00:56:37 backup01 sshd[5779]: error: maximum authentication attempts exceeded for backup from 203.0.113.88 port 38864 ssh2 [preauth],Jul 07 00:56:55 backup01 sshd[8691]: Failed password for backup from 203.0.113.88 port 58688 ssh2
1861,1860,2026-07-07 00:59:00,2026-07-06 23:56:18,-3762,Jul 06 23:56:18 backup01 sshd[9775]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 00:59:00 backup01 sshd[2110]: Failed password for invalid user oracle from 203.0.113.88 port 63202 ssh2
1958,1957,2026-07-07 01:13:48,2026-07-07 00:38:06,-2142,Jul 07 00:38:06 backup01 sshd[6656]: pam_unix(sshd:session): session closed for user ops,Jul 07 01:13:48 backup01 sshd[7895]: Failed password for root from 203.0.113.88 port 52440 ssh2
2061,2060,2026-07-07 01:30:20,2026-07-07 01:30:11,-9,Jul 07 01:30:11 backup01 sshd[9141]: error: maximum authentication attempts exceeded for admin from 203.0.113.88 port 47561 ssh2 [preauth],Jul 07 01:30:20 backup01 sshd[2875]: Failed password for backup from 203.0.113.88 port 50204 ssh2
2099,2098,2026-07-07 01:37:03,2026-07-07 01:37:02,-1,Jul 07 01:37:02 backup01 sshd[8571]: error: maximum authentication attempts exceeded for admin from 203.0.113.88 port 51078 ssh2 [preauth],Jul 07 01:37:03 backup01 sshd[9642]: Failed password for invalid user oracle from 203.0.113.88 port 63826 ssh2
2164,2163,2026-07-07 01:46:31,2026-07-07 01:46:24,-7,Jul 07 01:46:24 backup01 sshd[7318]: error: maximum authentication attempts exceeded for deploy from 203.0.113.88 port 55933 ssh2 [preauth],Jul 07 01:46:31 backup01 sshd[7439]: Failed password for postgres from 203.0.113.88 port 42229 ssh2
2193,2192,2026-07-07 01:51:02,2026-07-07 01:50:57,-5,Jul 07 01:50:57 backup01 sshd[4985]: error: maximum authentication attempts exceeded for admin from 203.0.113.88 port 35664 ssh2 [preauth],Jul 07 01:51:02 backup01 sshd[9004]: Failed password for invalid user admin from 203.0.113.88 port 52671 ssh2
2230,2229,2026-07-07 01:55:32,2026-07-07 01:55:24,-8,Jul 07 01:55:24 backup01 sshd[6864]: error: maximum authentication attempts exceeded for admin from 203.0.113.88 port 57716 ssh2 [preauth],Jul 07 01:55:32 backup01 sshd[7826]: Failed password for backup from 203.0.113.88 port 36864 ssh2
2237,2236,2026-07-07 01:56:19,2026-07-07 01:56:16,-3,Jul 07 01:56:16 backup01 sshd[2948]: error: maximum authentication attempts exceeded for postgres from 203.0.113.88 port 64911 ssh2 [preauth],Jul 07 01:56:19 backup01 sshd[8712]: Failed password for root from 203.0.113.88 port 51444 ssh2
2279,2278,2026-07-07 02:00:55,2026-07-07 02:00:54,-1,Jul 07 02:00:54 backup01 sshd[6243]: error: maximum authentication attempts exceeded for deploy from 203.0.113.88 port 47427 ssh2 [preauth],Jul 07 02:00:55 backup01 sshd[2221]: Failed password for root from 203.0.113.88 port 61079 ssh2
2284,2283,2026-07-07 02:01:47,2026-07-07 02:01:34,-13,Jul 07 02:01:34 backup01 sshd[4159]: error: maximum authentication attempts exceeded for backup from 203.0.113.88 port 60709 ssh2 [preauth],Jul 07 02:01:47 backup01 sshd[8136]: Failed password for deploy from 203.0.113.88 port 35655 ssh2
2351,2350,2026-07-07 02:12:30,2026-07-07 02:12:26,-4,Jul 07 02:12:26 backup01 sshd[7936]: error: maximum authentication attempts exceeded for oracle from 203.0.113.88 port 32965 ssh2 [preauth],Jul 07 02:12:30 backup01 sshd[4185]: Failed password for backup from 203.0.113.88 port 38814 ssh2
2455,2454,2026-07-07 02:29:21,2026-07-07 02:29:16,-5,Jul 07 02:29:16 backup01 sshd[2338]: error: maximum authentication attempts exceeded for root from 203.0.113.88 port 51756 ssh2 [preauth],Jul 07 02:29:21 backup01 sshd[2328]: Failed password for backup from 203.0.113.88 port 36080 ssh2
2476,2475,2026-07-07 02:56:00,2026-07-07 02:55:58,-2,Jul 07 02:55:58 backup01 sshd[5130]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 07 02:56:00 backup01 sshd[8199]: Connection closed by authenticating user backup 192.0.2.12 port 49948 [preauth]
2481,2480,2026-07-07 03:19:06,2026-07-07 03:18:37,-29,Jul 07 03:18:37 backup01 sshd[1419]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 07 03:19:06 backup01 sshd[1417]: Failed password for backup from 198.51.100.25 port 32339 ssh2
2486,2485,2026-07-07 03:32:58,2026-07-07 02:55:58,-2220,Jul 07 02:55:58 backup01 sshd[8242]: pam_unix(sshd:session): session closed for user backup,Jul 07 03:32:58 backup01 sshd[5645]: Connection closed by authenticating user arun 192.0.2.11 port 55137 [preauth]
2493,2492,2026-07-07 04:07:25,2026-07-07 03:18:37,-2928,Jul 07 03:18:37 backup01 sshd[1872]: pam_unix(sshd:session): session closed for user backup,Jul 07 04:07:25 backup01 sshd[5812]: Accepted password for ops from 192.0.2.12 port 38398 ssh2
2509,2508,2026-07-07 04:58:55,2026-07-07 03:48:15,-4240,Jul 07 03:48:15 backup01 sshd[5552]: pam_unix(sshd:session): session closed for user ops,Jul 07 04:58:55 backup01 sshd[1703]: Accepted password for arun from 192.0.2.21 port 45286 ssh2
2521,2520,2026-07-07 06:01:19,2026-07-07 05:30:03,-1876,Jul 07 05:30:03 backup01 sshd[4336]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 06:01:19 backup01 sshd[2158]: Failed password for backup from 198.51.100.24 port 39713 ssh2
2523,2522,2026-07-07 06:04:26,2026-07-07 04:45:59,-4707,Jul 07 04:45:59 backup01 sshd[4481]: pam_unix(sshd:session): session closed for user arun,Jul 07 06:04:26 backup01 sshd[3970]: error: maximum authentication attempts exceeded for j.singer from 192.0.2.20 port 54431 ssh2 [preauth]
2527,2526,2026-07-07 06:08:51,2026-07-07 06:08:23,-28,Jul 07 06:08:23 backup01 sudo:    ops : TTY=pts/4 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,Jul 07 06:08:51 backup01 sshd[6743]: Failed password for ops from 192.0.2.10 port 51473 ssh2
2533,2532,2026-07-07 06:13:38,2026-07-07 06:08:23,-315,Jul 07 06:08:23 backup01 sshd[9112]: pam_unix(sshd:session): session closed for user ops,Jul 07 06:13:38 backup01 sudo:    arun : TTY=pts/0 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
2537,2536,2026-07-07 06:36:15,2026-07-07 06:10:43,-1532,Jul 07 06:10:43 backup01 sshd[1989]: pam_unix(sshd:session): session closed for user ops,Jul 07 06:36:15 backup01 sshd[5611]: Invalid user pi from 192.0.2.12 port 33294
2549,2548,2026-07-07 07:23:35,2026-07-07 06:00:33,-4982,Jul 07 06:00:33 backup01 sshd[9244]: pam_unix(sshd:session): session closed for user ops,Jul 07 07:23:35 backup01 sshd[5581]: pam_unix(sshd:session): session opened for user ops by (uid=0)
2570,2569,2026-07-07 08:09:20,2026-07-07 08:08:45,-35,Jul 07 08:08:45 backup01 sudo:    j.maguire : TTY=pts/2 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,Jul 07 08:09:20 backup01 sshd[9358]: Invalid user manager from 192.0.2.10 port 60473
2582,2581,2026-07-07 08:19:38,2026-07-07 07:23:35,-3363,Jul 07 07:23:35 backup01 sshd[5106]: pam_unix(sshd:session): session closed for user ops,Jul 07 08:19:38 backup01 sshd[2377]: Invalid user pi from 198.51.100.25 port 47242
2590,2589,2026-07-07 08:23:54,2026-07-07 08:23:37,-17,Jul 07 08:23:37 backup01 sshd[5580]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 07 08:23:54 backup01 sshd[9230]: Failed password for j.maguire from 192.0.2.10 port 45699 ssh2
2601,2600,2026-07-07 08:30:31,2026-07-07 07:16:41,-4430,Jul 07 07:16:41 backup01 sshd[5577]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 08:30:31 backup01 sshd[5432]: pam_unix(sshd:session): session opened for user backup by (uid=0)
2609,2608,2026-07-07 08:37:50,2026-07-07 07:38:52,-3538,Jul 07 07:38:52 backup01 sshd[4460]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 08:37:50 backup01 sshd[8152]: Accepted password for arun from 192.0.2.20 port 44087 ssh2
2614,2613,2026-07-07 08:38:52,2026-07-07 08:37:50,-62,Jul 07 08:37:50 backup01 sudo:    arun : TTY=pts/0 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,Jul 07 08:38:52 backup01 sshd[7655]: Accepted password for arun from 198.51.100.23 port 43268 ssh2
2634,2633,2026-07-07 08:57:37,2026-07-07 08:57:04,-33,Jul 07 08:57:04 backup01 sudo:    ops : TTY=pts/2 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,Jul 07 08:57:37 backup01 sshd[8672]: Failed password for arun from 192.0.2.10 port 60811 ssh2
2641,2640,2026-07-07 09:03:25,2026-07-07 08:38:52,-1473,Jul 07 08:38:52 backup01 sshd[4998]: pam_unix(sshd:session): session closed for user arun,Jul 07 09:03:25 backup01 sshd[3512]: Accepted password for ops from 192.0.2.40 port 64692 ssh2
2648,2647,2026-07-07 09:10:40,2026-07-07 09:10:37,-3,Jul 07 09:10:37 backup01 sshd[3993]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 07 09:10:40 backup01 sshd[6716]: error: maximum authentication attempts exceeded for arun from 198.51.100.23 port 57714 ssh2 [preauth]
2650,2649,2026-07-07 09:10:37,2026-07-07 08:57:04,-813,Jul 07 08:57:04 backup01 sshd[3299]: pam_unix(sshd:session): session closed for user ops,Jul 07 09:10:37 backup01 sudo:    arun : TTY=pts/1 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/journalctl -n 50
2652,2651,2026-07-07 09:12:45,2026-07-07 08:12:01,-3644,Jul 07 08:12:01 backup01 sshd[5237]: pam_unix(sshd:session): session closed for user backup,Jul 07 09:12:45 backup01 sshd[2056]: Failed password for ops from 198.51.100.25 port 44081 ssh2
2657,2656,2026-07-07 09:16:21,2026-07-07 08:08:45,-4056,Jul 07 08:08:45 backup01 sshd[2153]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 09:16:21 backup01 sudo:    ops : TTY=pts/4 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/systemctl status ssh
2669,2668,2026-07-07 09:26:01,2026-07-07 08:24:37,-3684,Jul 07 08:24:37 backup01 sshd[6152]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 09:26:01 backup01 sshd[5308]: Failed password for backup from 192.0.2.40 port 51598 ssh2
2670,2669,2026-07-07 08:24:37,2026-07-07 08:04:29,-1208,Jul 07 08:04:29 backup01 sshd[4562]: pam_unix(sshd:session): session closed for user backup,Jul 07 08:24:37 backup01 sshd[6152]: pam_unix(sshd:session): session closed for user j.singer
2684,2683,2026-07-07 09:40:45,2026-07-07 08:30:31,-4214,Jul 07 08:30:31 backup01 sshd[8365]: pam_unix(sshd:session): session closed for user backup,Jul 07 09:40:45 backup01 sshd[4210]: error: maximum authentication attempts exceeded for arun from 198.51.100.23 port 42333 ssh2 [preauth]
2686,2685,2026-07-07 09:41:32,2026-07-07 09:18:24,-1388,Jul 07 09:18:24 backup01 sshd[6759]: pam_unix(sshd:session): session closed for user arun,Jul 07 09:41:32 backup01 sshd[2967]: Failed password for backup from 198.51.100.25 port 33836 ssh2
2687,2686,2026-07-07 09:18:24,2026-07-07 08:37:50,-2434,Jul 07 08:37:50 backup01 sshd[9069]: pam_unix(sshd:session): session closed for user arun,Jul 07 09:18:24 backup01 sshd[6759]: pam_unix(sshd:session): session closed for user arun
2688,2687,2026-07-07 08:37:50,2026-07-07 08:23:37,-853,Jul 07 08:23:37 backup01 sshd[5161]: pam_unix(sshd:session): session closed for user arun,Jul 07 08:37:50 backup01 sshd[9069]: pam_unix(sshd:session): session closed for user arun
2689,2688,2026-07-07 08:23:37,2026-07-07 08:22:56,-41,Jul 07 08:22:56 backup01 sshd[9667]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 08:23:37 backup01 sshd[5161]: pam_unix(sshd:session): session closed for user arun
2699,2698,2026-07-07 09:51:37,2026-07-07 09:51:15,-22,Jul 07 09:51:15 backup01 sshd[9583]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 07 09:51:37 backup01 CRON[3369]: pam_unix(cron:session): session opened for user root by (uid=0)
2706,2705,2026-07-07 09:58:17,2026-07-07 09:58:01,-16,Jul 07 09:58:01 backup01 sshd[3120]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 07 09:58:17 backup01 sshd[3384]: Invalid user postgres from 192.0.2.12 port 51702
2721,2720,2026-07-07 10:05:58,2026-07-07 10:05:50,-8,Jul 07 10:05:50 backup01 sshd[3203]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 07 10:05:58 backup01 sshd[8535]: Accepted password for j.singer from 192.0.2.21 port 40085 ssh2
2728,2727,2026-07-07 10:10:34,2026-07-07 09:20:21,-3013,Jul 07 09:20:21 backup01 sshd[8131]: pam_unix(sshd:session): session closed for user backup,Jul 07 10:10:34 backup01 sshd[4026]: pam_unix(sshd:session): session opened for user backup by (uid=0)
2734,2733,2026-07-07 10:13:43,2026-07-07 10:13:17,-26,Jul 07 10:13:17 backup01 sshd[1788]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 07 10:13:43 backup01 sshd[5536]: Connection closed by authenticating user arun 198.51.100.23 port 55125 [preauth]
2742,2741,2026-07-07 10:15:52,2026-07-07 10:15:30,-22,Jul 07 10:15:30 backup01 sudo:    arun : TTY=pts/0 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,Jul 07 10:15:52 backup01 sshd[5330]: pam_unix(sshd:session): session opened for user backup by (uid=0)
2744,2743,2026-07-07 10:16:59,2026-07-07 09:25:22,-3097,Jul 07 09:25:22 backup01 sshd[6579]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 10:16:59 backup01 sshd[3895]: error: maximum authentication attempts exceeded for j.singer from 198.51.100.23 port 39291 ssh2 [preauth]
2746,2745,2026-07-07 10:05:50,2026-07-07 09:10:37,-3313,Jul 07 09:10:37 backup01 sshd[4341]: pam_unix(sshd:session): session closed for user arun,Jul 07 10:05:50 backup01 sshd[1684]: pam_unix(sshd:session): session closed for user j.maguire
2752,2751,2026-07-07 10:23:53,2026-07-07 09:39:04,-2689,Jul 07 09:39:04 backup01 sshd[5477]: pam_unix(sshd:session): session closed for user arun,Jul 07 10:23:53 backup01 sshd[4330]: Invalid user sysadmin from 192.0.2.30 port 35058
2754,2753,2026-07-07 10:26:37,2026-07-07 09:58:01,-1716,Jul 07 09:58:01 backup01 sshd[3636]: pam_unix(sshd:session): session closed for user backup,Jul 07 10:26:37 backup01 sshd[3066]: Accepted password for j.maguire from 192.0.2.21 port 56581 ssh2
2774,2773,2026-07-07 10:43:15,2026-07-07 10:43:07,-8,Jul 07 10:43:07 backup01 sshd[3616]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 07 10:43:15 backup01 sshd[6462]: Invalid user oracle from 192.0.2.30 port 59441
2775,2774,2026-07-07 10:43:07,2026-07-07 09:16:21,-5206,Jul 07 09:16:21 backup01 sshd[3776]: pam_unix(sshd:session): session closed for user ops,Jul 07 10:43:07 backup01 sshd[3616]: pam_unix(sshd:session): session opened for user ops by (uid=0)
2778,2777,2026-07-07 10:46:14,2026-07-07 10:32:08,-846,Jul 07 10:32:08 backup01 sshd[9302]: pam_unix(sshd:session): session closed for user backup,Jul 07 10:46:14 backup01 sshd[5254]: Accepted password for ops from 198.51.100.23 port 59454 ssh2
2780,2779,2026-07-07 10:47:22,2026-07-07 10:06:23,-2459,Jul 07 10:06:23 backup01 sshd[1653]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 10:47:22 backup01 sshd[8335]: Connection closed by authenticating user ops 192.0.2.30 port 50163 [preauth]
2786,2785,2026-07-07 10:50:39,2026-07-07 09:47:39,-3780,Jul 07 09:47:39 backup01 sshd[9422]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 10:50:39 backup01 sshd[8807]: Failed password for backup from 192.0.2.20 port 49369 ssh2
2791,2790,2026-07-07 10:52:35,2026-07-07 10:52:22,-13,Jul 07 10:52:22 backup01 sshd[2080]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 07 10:52:35 backup01 sshd[3583]: Accepted password for backup from 192.0.2.30 port 41508 ssh2
2794,2793,2026-07-07 10:54:13,2026-07-07 10:52:22,-111,Jul 07 10:52:22 backup01 sudo:    backup : TTY=pts/4 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,Jul 07 10:54:13 backup01 sshd[4793]: error: maximum authentication attempts exceeded for backup from 192.0.2.21 port 44307 ssh2 [preauth]
2795,2794,2026-07-07 10:52:22,2026-07-07 10:15:30,-2212,Jul 07 10:15:30 backup01 sshd[4642]: pam_unix(sshd:session): session closed for user arun,Jul 07 10:52:22 backup01 sudo:    backup : TTY=pts/4 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/journalctl -n 50
2800,2799,2026-07-07 11:01:02,2026-07-07 11:00:49,-13,Jul 07 11:00:49 backup01 sshd[4146]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 07 11:01:02 backup01 sshd[8337]: Accepted password for ops from 192.0.2.31 port 32400 ssh2
2805,2804,2026-07-07 11:06:00,2026-07-07 11:05:37,-23,Jul 07 11:05:37 backup01 sshd[2961]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 07 11:06:00 backup01 sshd[2266]: Connection closed by authenticating user backup 192.0.2.20 port 61365 [preauth]
2811,2810,2026-07-07 11:09:53,2026-07-07 09:54:40,-4513,Jul 07 09:54:40 backup01 sshd[9450]: pam_unix(sshd:session): session closed for user backup,Jul 07 11:09:53 backup01 sudo:    arun : TTY=pts/4 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/apt update
2817,2816,2026-07-07 11:18:11,2026-07-07 11:00:49,-1042,Jul 07 11:00:49 backup01 sshd[9047]: pam_unix(sshd:session): session closed for user backup,Jul 07 11:18:11 backup01 sshd[3247]: Connection closed by authenticating user j.singer 198.51.100.24 port 38286 [preauth]
2821,2820,2026-07-07 11:21:11,2026-07-07 10:04:00,-4631,Jul 07 10:04:00 backup01 sshd[3768]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 11:21:11 backup01 sshd[9235]: pam_unix(sshd:session): session opened for user arun by (uid=0)
2823,2822,2026-07-07 11:22:05,2026-07-07 11:05:37,-988,Jul 07 11:05:37 backup01 sshd[5255]: pam_unix(sshd:session): session closed for user j.singer,Jul 07 11:22:05 backup01 sshd[3630]: error: maximum authentication attempts exceeded for backup from 192.0.2.30 port 38354 ssh2 [preauth]
2828,2827,2026-07-07 11:23:02,2026-07-07 11:09:53,-789,Jul 07 11:09:53 backup01 sshd[9583]: pam_unix(sshd:session): session closed for user arun,Jul 07 11:23:02 backup01 sshd[1644]: Failed password for j.singer from 192.0.2.10 port 60949 ssh2
2830,2829,2026-07-07 11:25:56,2026-07-07 10:15:52,-4204,Jul 07 10:15:52 backup01 sshd[5102]: pam_unix(sshd:session): session closed for user backup,Jul 07 11:25:56 backup01 sshd[1949]: Accepted password for j.maguire from 198.51.100.24 port 31244 ssh2
2832,2831,2026-07-07 11:28:25,2026-07-07 10:13:17,-4508,Jul 07 10:13:17 backup01 sshd[9669]: pam_unix(sshd:session): session closed for user arun,Jul 07 11:28:25 backup01 sshd[8180]: Invalid user service from 198.51.100.24 port 41657
2848,2847,2026-07-07 11:42:42,2026-07-07 11:22:59,-1183,Jul 07 11:22:59 backup01 sshd[6831]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 11:42:42 backup01 CRON[7088]: pam_unix(cron:session): session opened for user root by (uid=0)
2854,2853,2026-07-07 11:45:36,2026-07-07 11:21:11,-1465,Jul 07 11:21:11 backup01 sshd[7722]: pam_unix(sshd:session): session closed for user arun,Jul 07 11:45:36 backup01 sshd[5713]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0)
2861,2860,2026-07-07 11:54:22,2026-07-07 10:41:37,-4365,Jul 07 10:41:37 backup01 sshd[4094]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 11:54:22 backup01 sshd[8372]: Accepted password for ops from 192.0.2.40 port 40682 ssh2
2869,2868,2026-07-07 11:59:02,2026-07-07 10:52:22,-4000,Jul 07 10:52:22 backup01 sshd[6821]: pam_unix(sshd:session): session closed for user backup,Jul 07 11:59:02 backup01 sshd[8700]: Failed password for arun from 192.0.2.10 port 44437 ssh2
2871,2870,2026-07-07 12:05:31,2026-07-07 10:43:07,-4944,Jul 07 10:43:07 backup01 sshd[4070]: pam_unix(sshd:session): session closed for user ops,Jul 07 12:05:31 backup01 sshd[1620]: Connection closed by authenticating user j.singer 198.51.100.24 port 54050 [preauth]
2885,2884,2026-07-07 12:12:47,2026-07-07 12:12:27,-20,Jul 07 12:12:27 backup01 sshd[3653]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 07 12:12:47 backup01 sshd[2708]: Invalid user manager from 192.0.2.40 port 57757
2886,2885,2026-07-07 12:12:27,2026-07-07 12:10:06,-141,Jul 07 12:10:06 backup01 sshd[7634]: pam_unix(sshd:session): session closed for user j.maguire,Jul 07 12:12:27 backup01 sshd[3653]: pam_unix(sshd:session): session opened for user arun by (uid=0)
